epoch,seg_G_GAN,seg_G_L1,seg_D_real,seg_D_fake,det_G_GAN,det_G_L1,det_D_real,det_D_fake
1,0.31688857078552246,17.959531784057617,0.23045653104782104,0.39179036021232605,0.6880944967269897,7.498122692108154,0.4229288101196289,0.16540595889091492
2,0.27839982509613037,5.060640811920166,0.31468555331230164,0.2817474901676178,0.7697610259056091,7.030246257781982,0.10043412446975708,0.15413381159305573
3,0.27870649099349976,2.5635266304016113,0.26552680134773254,0.2853991389274597,0.7708057761192322,6.86883020401001,0.11165931820869446,0.09124517440795898
4,0.2650586664676666,2.161817789077759,0.3129304051399231,0.28380897641181946,0.948424756526947,5.538421154022217,0.16893045604228973,0.14670085906982422
5,0.2222737967967987,2.0584793090820312,0.28309333324432373,0.37679824233055115,0.6365693211555481,5.3393449783325195,0.07753820717334747,0.039689864963293076
6,0.2363288700580597,2.494192600250244,0.26777610182762146,0.26242753863334656,0.6229392290115356,3.4768314361572266,0.3640304207801819,0.07723180949687958
7,0.3038119971752167,4.778412818908691,0.20617763698101044,0.2968617379665375,0.4421306252479553,3.8509480953216553,0.037792790681123734,0.4318731725215912
8,0.24922674894332886,6.399811267852783,0.24015040695667267,0.29119718074798584,0.20700110495090485,1.2582920789718628,0.4187038838863373,0.16830283403396606
9,0.28902676701545715,1.2960487604141235,0.30200648307800293,0.20244856178760529,1.0979963541030884,4.942780494689941,0.15988057851791382,0.03434191271662712
10,0.7171453237533569,2.7212777137756348,0.15771396458148956,0.27819064259529114,0.2696220278739929,3.259441614151001,0.10268517583608627,0.2389100193977356
11,0.25306758284568787,1.5330220460891724,0.23385842144489288,0.27893900871276855,0.7857916951179504,3.3018875122070312,0.024830343201756477,0.7737939357757568
12,0.24664299190044403,0.9045781493186951,0.24881459772586823,0.25856494903564453,0.6295290589332581,5.2491254806518555,0.4339956045150757,0.06976209580898285
13,0.30034735798835754,2.1172051429748535,0.3567349910736084,0.22002005577087402,0.29924216866493225,4.776427268981934,0.3288358151912689,0.06084635108709335
14,0.2699602246284485,0.9257246851921082,0.20361217856407166,0.31656304001808167,0.5354897379875183,1.0808762311935425,0.03747638314962387,0.24747347831726074
15,0.2900705933570862,1.0027892589569092,0.18674369156360626,0.337397962808609,0.18342222273349762,1.0961298942565918,0.9954010248184204,0.03375566005706787
16,0.3833995461463928,1.0759661197662354,0.17523495852947235,0.17960841953754425,0.28463324904441833,2.7617604732513428,0.297273725271225,0.07083500176668167
17,0.2573823034763336,0.855472981929779,0.4245646893978119,0.11143562942743301,0.6404806971549988,5.573519229888916,0.051551952958106995,0.33424681425094604
18,2.433061361312866,2.589221715927124,1.3604848384857178,1.962045669555664,0.24205732345581055,0.9041634202003479,0.7211262583732605,0.05402835085988045
19,0.7667698860168457,2.4608359336853027,0.06943316012620926,0.024838171899318695,0.32686352729797363,0.9793063402175903,0.58332759141922,0.05845189839601517
20,0.8458591103553772,2.4066720008850098,0.01687958464026451,0.03504675626754761,0.5687760710716248,3.6526217460632324,0.16995830833911896,0.2767883539199829
21,0.2685835659503937,0.822335958480835,0.30098557472229004,0.21582292020320892,0.20789580047130585,1.791555643081665,0.14223529398441315,0.3478921949863434
22,0.2538033127784729,1.4471184015274048,0.25680971145629883,0.25731706619262695,0.405099093914032,3.4139328002929688,0.20539847016334534,0.19720931351184845
23,0.24028553068637848,0.8415272235870361,0.45304688811302185,0.290420800447464,0.2892428934574127,2.3882343769073486,0.28630343079566956,0.13239723443984985
24,0.2662847638130188,1.064031720161438,0.28204792737960815,0.22355765104293823,0.259758859872818,2.122082471847534,0.2793723940849304,0.2172643542289734
25,0.616435706615448,0.5530462265014648,0.5774089694023132,0.30131062865257263,0.1479734182357788,1.9805033206939697,0.6273773312568665,0.014905565418303013
26,0.2535555064678192,1.0901918411254883,0.24796611070632935,0.2586766183376312,0.48467040061950684,2.9982402324676514,0.30806073546409607,0.05341411754488945
27,1.2125873565673828,2.262460708618164,0.01930701732635498,0.03302501142024994,0.3005295693874359,3.207402229309082,0.10344362258911133,0.2118767499923706
28,0.27970200777053833,0.7908505201339722,0.29350996017456055,0.21641795337200165,0.2573077082633972,0.6130050420761108,0.4311239421367645,0.06639984995126724
29,0.2995028495788574,0.8887205123901367,0.46104830503463745,0.18947045505046844,0.297711044549942,2.215121030807495,0.050089772790670395,0.4567396938800812
30,1.0853115320205688,1.5669457912445068,0.011057930067181587,0.009598738513886929,0.3593587875366211,4.686412811279297,0.08108354359865189,0.050675198435783386
31,0.26222437620162964,0.7501441836357117,0.3791617155075073,0.2613855302333832,0.30150866508483887,2.189472198486328,0.2795393168926239,0.07476051151752472
32,1.0440056324005127,2.3697333335876465,0.006391728296875954,0.010533877648413181,0.5386393666267395,1.5774401426315308,0.9535695314407349,0.14873071014881134
33,0.2610742449760437,0.8268774747848511,0.24253074824810028,0.26267877221107483,0.4148039221763611,0.6509100794792175,0.054476767778396606,0.4050306975841522
34,0.33161959052085876,0.6779201030731201,0.39855727553367615,0.1473318189382553,1.4508686065673828,4.8959736824035645,0.28453367948532104,0.9092627763748169
35,0.26008084416389465,0.27605298161506653,0.2394004464149475,0.27268344163894653,0.29482659697532654,3.6634929180145264,1.1537675857543945,0.060914747416973114
36,0.2279910147190094,0.7545523643493652,0.2956239879131317,0.23690307140350342,0.4737004339694977,3.7253689765930176,0.09118419885635376,0.25345298647880554
37,0.2803618907928467,0.7579694390296936,0.2587068974971771,0.24441973865032196,0.4648300111293793,2.4572973251342773,0.11460840702056885,0.0987105593085289
38,0.2885317802429199,0.27138328552246094,0.1962747573852539,0.31190237402915955,0.2993951737880707,0.8693541288375854,0.2782125174999237,0.15019184350967407
39,0.28809884190559387,0.862285852432251,0.25732502341270447,0.29495206475257874,0.24304866790771484,1.4724750518798828,0.23499001562595367,0.1162855327129364
40,0.4048675298690796,0.6900978684425354,0.5703608989715576,0.5113257765769958,0.4087925851345062,2.683415174484253,0.10065904259681702,0.10575594753026962
41,0.48415571451187134,1.2680017948150635,0.10949090123176575,0.11919887363910675,0.3572061061859131,3.33282732963562,0.34498971700668335,0.02318398281931877
42,0.24280300736427307,0.9050776362419128,0.24475371837615967,0.25489911437034607,0.30354857444763184,3.5385663509368896,0.2307414412498474,0.10059702396392822
43,0.24995775520801544,0.5510899424552917,0.22841031849384308,0.28477954864501953,0.4544014632701874,2.8935811519622803,0.05621461942791939,0.11752013117074966
44,0.2568754255771637,0.5920702815055847,0.22828435897827148,0.27815374732017517,0.3611159324645996,2.053243398666382,0.29082509875297546,0.05780531093478203
45,1.1918150186538696,0.9359104633331299,0.08816403150558472,0.05606124922633171,0.5059506893157959,1.8657835721969604,0.061545196920633316,0.2869081199169159
46,0.9798526763916016,1.4981976747512817,0.01674105040729046,0.023250622674822807,0.9026604294776917,2.168466567993164,0.018119443207979202,0.29930806159973145
47,0.24607659876346588,0.6654385328292847,0.23677748441696167,0.27492767572402954,0.34917429089546204,0.934544563293457,0.12166044116020203,0.311113566160202
48,0.25059211254119873,0.641228973865509,0.24541260302066803,0.2725220024585724,0.23666343092918396,0.9302198886871338,0.4964154064655304,0.0803859531879425
49,0.31886497139930725,0.5314875245094299,0.3416183888912201,0.24207264184951782,0.6351319551467896,2.074112892150879,0.007742291782051325,0.3082314133644104
50,0.24743349850177765,0.7417532205581665,0.26805341243743896,0.24352383613586426,0.39232951402664185,2.1872620582580566,0.22337548434734344,0.05098949000239372
51,0.23059943318367004,0.5129823684692383,0.2536757290363312,0.24976451694965363,1.1070557832717896,4.911619186401367,0.2513587474822998,0.8521562218666077
52,0.756081759929657,3.1793549060821533,0.028881635516881943,0.02244342304766178,0.6226967573165894,2.5654149055480957,0.03246043622493744,0.24654802680015564
53,0.22140158712863922,0.5200479030609131,0.23377163708209991,0.2739051282405853,0.24431757628917694,2.5796823501586914,0.4512470066547394,0.016195816919207573
54,0.8764543533325195,0.7175337672233582,0.033449411392211914,0.02461221069097519,0.7486223578453064,1.7662277221679688,0.09093957394361496,0.17113935947418213
55,0.23643624782562256,0.5769515037536621,0.29092565178871155,0.2176341414451599,0.5203418731689453,3.0579142570495605,0.10852105915546417,0.08500499278306961
56,0.24615240097045898,0.33832722902297974,0.2410014569759369,0.28899580240249634,0.9867604970932007,3.501058340072632,0.015391509048640728,0.11088892817497253
57,0.2754842936992645,0.42601102590560913,0.25797945261001587,0.26596981287002563,0.2658952474594116,2.887908458709717,0.12172936648130417,0.24842382967472076
58,0.28105592727661133,1.6420323848724365,0.3172282576560974,0.20283886790275574,0.3843940496444702,1.4093750715255737,0.491090327501297,0.04247203469276428
59,0.235164076089859,0.49621477723121643,0.3337057828903198,0.19815517961978912,0.4478987157344818,1.0917972326278687,0.7380701899528503,0.01743409037590027
60,0.3093540370464325,0.7568746209144592,0.25556594133377075,0.20921394228935242,0.3258592486381531,1.3019940853118896,0.43258994817733765,0.08649440109729767
61,0.20314443111419678,0.9891089200973511,0.29994478821754456,0.37437641620635986,0.5448809862136841,2.841588020324707,0.157402902841568,0.03888114169239998
62,0.23376527428627014,0.7936851978302002,0.2540697753429413,0.2670910954475403,0.44780924916267395,2.3980212211608887,0.07798664271831512,0.22265534102916718
63,0.23614956438541412,0.9238117337226868,0.27779433131217957,0.2257949560880661,0.41425448656082153,1.5180171728134155,0.03838038817048073,0.26743125915527344
64,0.26308107376098633,1.4238507747650146,0.31369271874427795,0.19654162228107452,0.5788541436195374,1.4638705253601074,0.02036597765982151,0.4086969196796417
65,1.0269540548324585,0.821093738079071,0.034657228738069534,0.023430265486240387,0.6915596723556519,2.6260311603546143,0.02034638449549675,0.1142204999923706
66,0.9855343699455261,0.6189380884170532,0.02024972066283226,0.005808325484395027,0.9053224921226501,3.029735803604126,0.1149100512266159,0.6753266453742981
67,0.9554381370544434,0.7717621922492981,0.0032566781155765057,0.0024614972062408924,0.3122784495353699,1.813388466835022,0.23626384139060974,0.08292511105537415
68,0.2536349892616272,0.508470356464386,0.23518043756484985,0.30220964550971985,0.6981084942817688,1.2739468812942505,0.32612210512161255,0.05711301043629646
69,0.25145748257637024,0.4970432221889496,0.27202266454696655,0.23816025257110596,0.9459385871887207,4.569464683532715,0.05029277503490448,0.4537218511104584
70,0.2766416370868683,0.42503589391708374,0.2573501169681549,0.22914311289787292,0.6382207870483398,2.63769793510437,0.757357120513916,0.0403682217001915
71,0.2601359486579895,0.5997241735458374,0.25377583503723145,0.24816358089447021,0.9402047395706177,2.0823891162872314,0.02413071319460869,0.4652610719203949
72,0.25655049085617065,0.5264680981636047,0.2573297917842865,0.294681191444397,0.8725767731666565,1.21646249294281,0.023929128423333168,0.5026670098304749
73,0.30819594860076904,0.6639158129692078,0.24663999676704407,0.26234763860702515,0.3152734637260437,0.9224428534507751,0.19855590164661407,0.10266739130020142
74,0.2938332259654999,0.7657366991043091,0.2470014989376068,0.26359832286834717,0.4063638746738434,0.795669674873352,0.10142780095338821,0.7550399303436279
75,0.24991285800933838,0.6776506304740906,0.25134310126304626,0.2601756751537323,0.6792172789573669,2.2212421894073486,0.024566631764173508,0.3626420497894287
76,0.25443148612976074,1.2084904909133911,0.24857856333255768,0.2632238566875458,0.31508323550224304,1.6835927963256836,0.9387046098709106,0.025242064148187637
77,0.2751334011554718,0.4455825388431549,0.34821826219558716,0.2522968649864197,0.9727018475532532,3.6644392013549805,0.018352512270212173,0.7088102698326111
78,0.20861707627773285,0.5063914656639099,0.1804388016462326,0.33768710494041443,0.45927751064300537,0.7582896947860718,0.08011466264724731,0.27531325817108154
79,0.253753662109375,0.7588363885879517,0.35889655351638794,0.22619706392288208,0.25819167494773865,2.8108973503112793,0.47453829646110535,0.013139946386218071
80,1.0362955331802368,0.7789039015769958,0.003678249893710017,0.00679524801671505,0.4435134530067444,0.6069696545600891,0.29342585802078247,0.14732635021209717
81,0.38390758633613586,0.772293746471405,0.1422940343618393,0.4053333103656769,0.4067304730415344,1.0510731935501099,0.07466699182987213,0.18436652421951294
82,0.2608000934123993,1.0445762872695923,0.22641386091709137,0.2677988111972809,0.22335925698280334,1.0704342126846313,0.16162775456905365,0.2929857075214386
83,0.25798675417900085,0.38061651587486267,0.3240065276622772,0.18237429857254028,0.3696092963218689,3.222601890563965,0.0673188790678978,0.1796848326921463
84,0.3175821006298065,0.8140515685081482,0.1784702092409134,0.34973520040512085,0.2748759090900421,0.7206699252128601,0.21782329678535461,0.1806560605764389
85,0.2483896017074585,1.1416797637939453,0.29388609528541565,0.2536795437335968,0.5209962129592896,2.78977632522583,0.2516021430492401,0.10306819528341293
86,0.8256022334098816,1.1886696815490723,0.0077060614712536335,0.0605587475001812,0.3531056046485901,1.979714274406433,0.12926149368286133,0.18451039493083954
87,0.2508758008480072,1.2016230821609497,0.28248512744903564,0.21312668919563293,0.2677983045578003,1.085272192955017,0.5200740694999695,0.08426974713802338
88,0.27548786997795105,0.5952726006507874,0.2771493196487427,0.23358069360256195,0.39856424927711487,2.04312801361084,0.04420887306332588,0.28012505173683167
89,0.2557426393032074,1.1268987655639648,0.24758602678775787,0.2503375709056854,0.9882831573486328,0.7486684322357178,0.017090393230319023,0.3461623191833496
90,0.2574284076690674,0.731955349445343,0.28431645035743713,0.22234593331813812,0.5605822205543518,1.6243865489959717,0.6637657880783081,0.014437537640333176
91,0.24771840870380402,0.4920300543308258,0.24313290417194366,0.2630608081817627,0.3704735040664673,1.3095370531082153,0.2941538095474243,0.01923932135105133
92,0.254504531621933,0.616523265838623,0.22954832017421722,0.29997867345809937,0.7483648657798767,1.5302608013153076,0.11021718382835388,0.14506644010543823
93,0.23417295515537262,0.7000468969345093,0.24082419276237488,0.2634707987308502,0.26913878321647644,2.145744800567627,0.5389279127120972,0.018106788396835327
94,0.31385526061058044,0.383375883102417,0.23976662755012512,0.3344567120075226,0.3207641541957855,1.5665464401245117,0.2891926169395447,0.04206949099898338
95,0.22768492996692657,0.8475466370582581,0.32164156436920166,0.21059614419937134,0.6396656036376953,1.9248220920562744,0.26022347807884216,0.06664251536130905
96,0.3183613121509552,0.5491628646850586,0.3031153976917267,0.26016709208488464,1.3400113582611084,0.7025827765464783,0.010927030816674232,0.27098652720451355
97,0.8961829543113708,0.9947366714477539,0.019152628257870674,0.01073405984789133,0.38281527161598206,1.571699619293213,0.19514428079128265,0.03165573254227638
98,0.33890998363494873,0.3825800120830536,0.31836774945259094,0.32240694761276245,0.21380384266376495,0.7261856198310852,0.3585471212863922,0.14463214576244354
99,0.9303528070449829,0.8061273694038391,0.016320642083883286,0.023053213953971863,0.6287965774536133,1.2117221355438232,0.026067370548844337,0.2183964103460312
100,0.39150261878967285,1.8115226030349731,0.31093841791152954,0.04139399155974388,0.4342544972896576,1.9424535036087036,0.021842777729034424,0.49057450890541077
101,0.2760815918445587,2.130591869354248,0.2290716916322708,0.2937142550945282,0.32264503836631775,1.55959153175354,0.28151169419288635,0.11743900924921036
